asv	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_06550	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocystis	NA
ASV_06551	Bacteria	Cyanobacteria	Cyanobacteriia	SepB-3	NA	NA	NA
ASV_06552	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	unzii
ASV_06553	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06554	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	antiquum
ASV_06555	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
ASV_06556	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA	NA
ASV_06557	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06558	Bacteria	Firmicutes	BRH-c20a	NA	NA	NA	NA
ASV_06559	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	NA	NA
ASV_06560	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA	NA
ASV_06561	Bacteria	Chloroflexi	Anaerolineae	ADurb.Bin180	NA	NA	NA
ASV_06562	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_06563	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21	NA
ASV_06564	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
ASV_06565	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	NA
ASV_06566	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin118	NA
ASV_06567	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	NA	NA
ASV_06568	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA
ASV_06569	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae	NA	NA
ASV_06570	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	NA
ASV_06571	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06572	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_06573	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA
ASV_06574	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Planctopirus	hydrillae
ASV_06575	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA
ASV_06576	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	NA	NA
ASV_06577	Bacteria	Patescibacteria	ABY1	Candidatus Komeilibacteria	NA	NA	NA
ASV_06578	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatirhabdium	NA
ASV_06579	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_06580	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA
ASV_06581	Bacteria	Verrucomicrobiota	Chlamydiae	LD1-PA32	NA	NA	NA
ASV_06582	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
ASV_06583	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	NA
ASV_06584	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	NA
ASV_06585	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Phyllobacterium	NA
ASV_06586	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06587	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_06588	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06589	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06590	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_06591	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	NA
ASV_06592	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	NA	NA
ASV_06593	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Candidatus Bacilloplasma	NA
ASV_06594	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	NA
ASV_06595	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Peptoniphilus	NA
ASV_06596	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloparacoccus	NA
ASV_06597	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06598	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
ASV_06599	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_06600	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_06601	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA	NA
ASV_06602	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21	NA
ASV_06603	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	NA
ASV_06604	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06605	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA
ASV_06606	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV_06607	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	TC1	NA	NA
ASV_06608	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06609	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	NA
ASV_06610	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	zoogloeoides
ASV_06611	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06612	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_06613	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06614	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aminobacter	NA
ASV_06615	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	NA
ASV_06616	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_06617	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA
ASV_06618	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	NA
ASV_06619	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13	NA
ASV_06620	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA	NA
ASV_06621	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	NA	NA	NA
ASV_06622	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	NA	NA	NA
ASV_06623	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_06624	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	NA
ASV_06625	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Aphanizomenon NIES81	NA
ASV_06626	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_06627	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06628	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_06629	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	NA
ASV_06630	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA	NA
ASV_06631	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	NA	NA
ASV_06632	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06633	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06634	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV_06635	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_06636	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	NA
ASV_06637	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	NA
ASV_06638	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV_06639	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA
ASV_06640	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Candidatus Anammoximicrobium	NA
ASV_06641	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	NA	NA	NA
ASV_06642	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_06643	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	NA
ASV_06644	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA	NA
ASV_06645	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_06646	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA
ASV_06647	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
ASV_06648	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	NA	NA	NA
ASV_06649	Bacteria	Patescibacteria	Parcubacteria	Candidatus Moranbacteria	NA	NA	NA
ASV_06650	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ercella	NA
ASV_06651	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	NA	NA	NA
ASV_06652	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	NA	NA
ASV_06653	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06654	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06655	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
ASV_06656	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Brochothrix	NA
ASV_06657	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	NA
ASV_06658	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06659	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	NA	NA
ASV_06660	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	aquatilis
ASV_06661	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_06662	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06663	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA	NA
ASV_06664	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	NA	NA
ASV_06665	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_06666	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_06667	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Thiobacillus	NA
ASV_06668	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_06669	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA
ASV_06670	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	NA
ASV_06671	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_06672	Bacteria	Acidobacteriota	Acidobacteriae	Paludibaculum	NA	NA	NA
ASV_06673	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium	NA
ASV_06674	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Paludicola	NA
ASV_06675	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter	NA
ASV_06676	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA
ASV_06677	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_06678	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
ASV_06679	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	aerolata
ASV_06680	Bacteria	Firmicutes	Limnochordia	Hydrogenispora	NA	NA	NA
ASV_06681	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_06682	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06683	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06684	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV_06685	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA
ASV_06686	NA	NA	NA	NA	NA	NA	NA
ASV_06687	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA
ASV_06688	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06689	Bacteria	Sva0485	NA	NA	NA	NA	NA
ASV_06690	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA
ASV_06691	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	NA
ASV_06692	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	NA
ASV_06693	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV_06694	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
ASV_06695	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_06696	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06697	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_06698	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06699	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA
ASV_06700	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06701	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Chromatium	NA
ASV_06702	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	NA	NA	NA
ASV_06703	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA	NA
ASV_06704	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	NA
ASV_06705	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	NA
ASV_06706	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21	NA
ASV_06707	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA	NA
ASV_06708	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
ASV_06709	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocystis	NA
ASV_06710	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA	NA
ASV_06711	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	NA
ASV_06712	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA
ASV_06713	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	cheniae
ASV_06714	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_06715	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
ASV_06716	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06717	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	NA
ASV_06718	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06719	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_06720	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Candidatus Bacilloplasma	NA
ASV_06721	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV_06722	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA
ASV_06723	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA
ASV_06724	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA
ASV_06725	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	NA
ASV_06726	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	NA
ASV_06727	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_06728	Bacteria	Nitrospinota	P9X2b3D02	NA	NA	NA	NA
ASV_06729	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea	NA
ASV_06730	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_06731	Bacteria	Verrucomicrobiota	NA	NA	NA	NA	NA
ASV_06732	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group	NA
ASV_06733	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA	NA
ASV_06734	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	NA
ASV_06735	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	NA
ASV_06736	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	NA
ASV_06737	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_06738	Bacteria	Patescibacteria	Parcubacteria	Candidatus Staskawiczbacteria	NA	NA	NA
ASV_06739	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
ASV_06740	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV_06741	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06742	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	ZOR0006	NA
ASV_06743	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
ASV_06744	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA	NA
ASV_06745	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Rheinheimera	NA
ASV_06746	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_06747	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	NA	NA	NA
ASV_06748	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	NA
ASV_06749	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	NA
ASV_06750	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA
ASV_06751	Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca	NA
ASV_06752	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Planktothricoides SR001	NA
ASV_06753	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	NA
ASV_06754	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	NA
ASV_06755	Bacteria	Patescibacteria	Parcubacteria	Candidatus Moranbacteria	NA	NA	NA
ASV_06756	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Chitinibacter	NA
ASV_06757	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Candidatus Anammoximicrobium	NA
ASV_06758	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	NA
ASV_06759	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA	NA
ASV_06760	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06761	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06762	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_06763	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_06764	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06765	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
ASV_06766	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_06767	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	NA
ASV_06768	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	SH3-11	NA
ASV_06769	Archaea	Thermoplasmatota	Thermoplasmata	SG8-5	NA	NA	NA
ASV_06770	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_06771	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	NA
ASV_06772	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	GWD2-49-16	NA
ASV_06773	Bacteria	Sva0485	NA	NA	NA	NA	NA
ASV_06774	Bacteria	TA06	NA	NA	NA	NA	NA
ASV_06775	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	NA	NA
ASV_06776	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GOUTA6	NA
ASV_06777	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_06778	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA	NA
ASV_06779	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Finniella	NA
ASV_06780	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	NA	NA	NA
ASV_06781	Bacteria	Modulibacteria	Moduliflexia	Moduliflexales	Moduliflexaceae	NA	NA
ASV_06782	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	NA
ASV_06783	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	NA
ASV_06784	Bacteria	Schekmanbacteria	NA	NA	NA	NA	NA
ASV_06785	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	NA	NA
ASV_06786	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA	NA
ASV_06787	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA	NA
ASV_06788	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocystis	violascens
ASV_06789	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	NA	NA
ASV_06790	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Candidatus Bacilloplasma	NA
ASV_06791	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06792	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06793	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
ASV_06794	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus	NA
ASV_06795	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
ASV_06796	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06797	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA
ASV_06798	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	NA
ASV_06799	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
ASV_06800	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	NA	NA
ASV_06801	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_06802	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06803	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_06804	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	NA	NA	NA
ASV_06805	Bacteria	Patescibacteria	Parcubacteria	Candidatus Moranbacteria	NA	NA	NA
ASV_06806	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA
ASV_06807	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_06808	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06809	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA
ASV_06810	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
ASV_06811	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylorosula	NA
ASV_06812	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	NA
ASV_06813	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06814	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA
ASV_06815	Bacteria	NA	NA	NA	NA	NA	NA
ASV_06816	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
ASV_06817	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	NA	NA
ASV_06818	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	WCHB1-32	NA
ASV_06819	Bacteria	Sva0485	NA	NA	NA	NA	NA
ASV_06820	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
